regime,balanced_decode_acc,posterior_entropy,plv,pac,phase_slip_rate,boundary_phase_slip_rate,loop_instability,boundary_loop_instability,transition_latency,update_failure_rate,perseveration_after_switch,hysteresis_abs,precision_phase_margin,adaptive_margin,flexibility_index
balanced,0.6990322161296882,0.4589252285424265,0.4725203826235587,0.0037552228240896922,0.12252676908752327,0.13080150462962964,0.7717924028545056,0.7916550424141295,4.625,0.048611111111111105,1.3645833333333333,3.5729166666666665,1.1641084119970986,1.8975059132565206,0.733397501259422
hypo_support,0.4837223321776826,0.583554587815349,0.18364842502551373,0.0025496877463289467,0.40029242318435754,0.4761140046296296,1.413594327347701,1.6869382442667067,7.496527777777778,0.13194444444444445,1.9791666666666667,10.109375,-2.548225868306727,-2.5787682611353975,-0.03054239282867051
over_stabilization,0.7222437566877963,0.3659384961553155,0.5845538238562867,0.004261120380646246,0.08687587290502793,0.0970630787037037,0.7133670213626934,0.72892214964893,10.197916666666666,0.22916666666666666,4.524305555555555,12.932291666666668,1.9870771871536446,1.0611377458221634,-0.9259394413314813
mistimed_support,0.6656970813873534,0.4432778490902734,0.4334077984320454,0.003373529026841342,0.13587130470204842,0.17455150462962962,0.7898539937493321,0.8538440709006255,6.253472222222222,0.09027777777777778,2.0555555555555554,6.130208333333333,0.7883457544305686,1.1003924969749839,0.31204674254441533
reactive_noise,0.5682195562328041,0.5182568711588087,0.25432609231323816,0.0028269889792248404,0.2890479515828678,0.35844907407407406,1.1972347087431445,1.4332078369398766,7.402777777777778,0.13194444444444445,2.642361111111111,9.458333333333334,-1.3534192908872464,-1.442381700530932,-0.08896240964368553
