metric,full_mean,full_sem,scrambled_mean,scrambled_sem
plv,0.38569130445012856,0.012116144325939064,0.2997756533040979,0.008377307639290451
pac,0.0033533097914262137,6.435384531161259e-05,0.0022650505175664496,5.4521775319608986e-05
phase_slip_rate,0.206922864292365,0.00957114805153255,0.22152001862197396,0.01009092285382103
boundary_phase_slip_rate,0.24739583333333331,0.01178028989422258,0.2220804398148148,0.010183179871158288
loop_instability,0.9771684908114754,0.022557513843161205,1.0344613136101959,0.02344489293223711
boundary_loop_instability,1.0989134688340536,0.03182474146415132,1.03865143640847,0.023644506052026504
