regime,subject,full_plv,scrambled_plv,delta_plv,full_pac,scrambled_pac,delta_pac,full_phase_slip_rate,scrambled_phase_slip_rate,delta_phase_slip_rate,full_boundary_phase_slip_rate,scrambled_boundary_phase_slip_rate,delta_boundary_phase_slip_rate,full_loop_instability,scrambled_loop_instability,delta_loop_instability,full_boundary_loop_instability,scrambled_boundary_loop_instability,delta_boundary_loop_instability
hypo_support,0,0.18558963094651582,0.15857688759700847,0.027012743349507345,0.002244128350705914,0.0018142059540651187,0.0004299223966407954,0.39047951582867785,0.3993249534450652,-0.008845437616387342,0.4703703703703703,0.4078703703703703,0.0625,1.3845854377509839,1.4189891206704273,-0.0344036829194434,1.552791457091987,1.394591727884179,0.1581997292078079
hypo_support,1,0.17853489277005108,0.16587634278177785,0.012658549988273232,0.0029631067193334674,0.0019128529295843696,0.0010502537897490978,0.39792830540037244,0.414804469273743,-0.016876163873370542,0.48055555555555557,0.40509259259259256,0.07546296296296301,1.4425602274678062,1.5039968105179102,-0.06143658305010402,1.8370931282332557,1.4012749076172841,0.43581822061597153
hypo_support,2,0.1856493453677784,0.1635179990162556,0.022131346351522807,0.0025214555673788264,0.0012641982722388012,0.0012572572951400252,0.3846601489757915,0.41724860335195535,-0.03258845437616387,0.4740740740740741,0.4152777777777778,0.05879629629629629,1.4166564494673393,1.4125642009041102,0.004092248563229095,1.6510275015452176,1.429604551749584,0.2214229497956337
hypo_support,3,0.19440621228334232,0.18205894766533018,0.012347264618012138,0.0022596518520921383,0.0014880679202505936,0.0007715839318415446,0.3971135940409683,0.41294227188081933,-0.015828677839851035,0.48657407407407405,0.41574074074074074,0.0708333333333333,1.38954122820519,1.3904577514614167,-0.0009165232562267089,1.8323893747484654,1.3487613765006325,0.48362799824783287
hypo_support,4,0.18137824447266415,0.1742719767629808,0.007106267709683339,0.002755994287213718,0.0015848151031382582,0.0011711791840754598,0.42295158286778395,0.4335428305400372,-0.010591247672253279,0.5157407407407407,0.43611111111111106,0.07962962962962966,1.4889641238612692,1.5755987139418397,-0.0866345900805705,1.815525618303387,1.5671229264704012,0.2484026918329858
hypo_support,5,0.17328294882409764,0.1715976409651266,0.0016853078589710302,0.002465025590702325,0.0015375863016809917,0.0009274392890213335,0.42690875232774667,0.43493947858473,-0.008030726256983312,0.48657407407407405,0.4361111111111111,0.05046296296296293,1.4803388676462763,1.5376300665735088,-0.057291198927232445,1.7642165296511565,1.6432441902818886,0.12097233936926788
hypo_support,6,0.1848592639344455,0.16616020382435784,0.01869906011008765,0.002754958980409423,0.001776927050748717,0.000978031929660706,0.3871042830540037,0.4142225325884544,-0.02711824953445069,0.4625000000000001,0.41111111111111104,0.05138888888888904,1.415712414808134,1.4520682655144002,-0.036355850706266235,1.7718529269224335,1.4709106017114668,0.30094232521096664
hypo_support,7,0.211159255308234,0.1847512121183259,0.02640804318990811,0.002639745703950796,0.0011941250184633358,0.00144562068548746,0.3898975791433892,0.39955772811918067,-0.009660148975791483,0.47222222222222215,0.387037037037037,0.08518518518518514,1.359851914324766,1.3920454104932256,-0.03219349616845957,1.6842637041273074,1.489108525234313,0.19515517889299439
hypo_support,8,0.19051086125793734,0.17942022728318782,0.01109063397474952,0.0025136315204064286,0.0018223689938056406,0.0006912625266007879,0.39955772811918067,0.41678305400372445,-0.017225325884543785,0.4578703703703703,0.4087962962962963,0.04907407407407399,1.4223745433102712,1.4787818023086976,-0.05640725899842636,1.636210257722174,1.393114357255408,0.24309590046676588
hypo_support,9,0.16017086954853585,0.13978605813722442,0.020384811411311432,0.0024730664534728802,0.002841994084719503,-0.0003689276312466229,0.4110800744878957,0.4234171322160149,-0.012337057728119216,0.47129629629629627,0.42037037037037034,0.05092592592592593,1.3744105421286426,1.4485916982187719,-0.07418115609012932,1.5820743633312264,1.3888439606243412,0.19323040270688518
hypo_support,10,0.19269424680978053,0.16089482047696854,0.03179942633281199,0.0019815700550004853,0.001682674449902501,0.0002988956050979843,0.40374767225325886,0.41236033519553067,-0.00861266294227181,0.46064814814814814,0.41342592592592586,0.047222222222222276,1.3709996897115557,1.4340905582467087,-0.063090868535153,1.4654834185554375,1.4025955319636347,0.06288788659180278
hypo_support,11,0.2008830493408651,0.15495261224808637,0.04593043709277872,0.002507359137244047,0.0017170698661387747,0.0007902892711052724,0.4269087523277468,0.43656890130353815,-0.009660148975791372,0.5083333333333333,0.4486111111111111,0.05972222222222218,1.4993062634447136,1.603235154156926,-0.10392889071221245,1.7932739231823616,1.599200837686193,0.19407308549616853
hypo_support,12,0.185181114193287,0.17750115148222853,0.0076799627110584745,0.002815963132246854,0.0018443178275981231,0.0009716453046487309,0.40537709497206703,0.40607541899441335,-0.0006983240223463194,0.46527777777777773,0.412962962962963,0.05231481481481476,1.4053567020684459,1.5046570582712042,-0.09930035620275834,1.6658087478870827,1.5834423600234704,0.08236638786361228
hypo_support,13,0.16670342463643142,0.16490755466506046,0.0017958699713709614,0.002753238523791156,0.002127307003885743,0.0006259315199054131,0.41573556797020483,0.4210893854748603,-0.005353817504655467,0.4949074074074074,0.4268518518518518,0.06805555555555559,1.4154500116241753,1.5440068928217188,-0.1285568811975435,1.6540488702637173,1.6443959976883151,0.00965287257540215
hypo_support,14,0.17658876357141975,0.18044748936946195,-0.003858725798042195,0.002255861373687695,0.001737368642727658,0.000518492730960037,0.41177839851024206,0.4328445065176909,-0.021066108007448847,0.5134259259259258,0.43194444444444446,0.08148148148148138,1.4996958486471128,1.5728708443954824,-0.07317499574836961,1.8283479055181355,1.4491753841555155,0.37917252136262003
hypo_support,15,0.1676629438009204,0.17187886465278512,-0.0042159208518647295,0.002150306187841211,0.0015109352693193241,0.000639370918521887,0.4017690875232775,0.4283054003724395,-0.026536312849162025,0.4699074074074074,0.4245370370370371,0.04537037037037028,1.4379978730235494,1.417618124107595,0.02037974891595451,1.6382492299033276,1.449160895315158,0.18908833458816954
hypo_support,16,0.18341106521393905,0.15560637627196383,0.027804688941975214,0.00255576006540711,0.001971385118713447,0.000584374946693663,0.3841945996275605,0.39047951582867785,-0.006284916201117374,0.4537037037037037,0.3939814814814815,0.05972222222222223,1.3280496697182775,1.3702394102811954,-0.04218974056291791,1.6105827343790788,1.3780204216799004,0.2325623126991785
hypo_support,17,0.18509993226559174,0.15068337156437983,0.03441656070121191,0.002555966627670071,0.002042981965682337,0.0005129846619877339,0.41783054003724396,0.42877094972067037,-0.01094040968342641,0.4884259259259259,0.42777777777777776,0.06064814814814812,1.5378839373179372,1.5439546570926126,-0.006070719774675437,1.9012034885552431,1.5587720633579711,0.342431425197272
hypo_support,18,0.18331224061873827,0.18611070937864618,-0.0027984687599079128,0.0023024495732683788,0.0012264886142122,0.0010759609590561788,0.38826815642458107,0.3907122905027933,-0.0024441340782122567,0.4731481481481481,0.39166666666666666,0.08148148148148143,1.3451241412006714,1.4157003697898576,-0.07057622858918622,1.5799419284030867,1.4573098030117646,0.12263212539132207
hypo_support,19,0.16316044988125766,0.1644130295542229,-0.0012525796729652428,0.0023209985887887026,0.001979607267981929,0.0003413913208067734,0.38000465549348234,0.4029329608938547,-0.022928305400372384,0.4810185185185185,0.4263888888888889,0.05462962962962964,1.337982125831629,1.4273483819319017,-0.08936625610027282,1.7364843504865526,1.3380821125886992,0.39840223789785334
hypo_support,20,0.1585929560490745,0.17419935696706593,-0.015606400917991425,0.0030571677127949138,0.0031137198637084264,-5.655215091351267e-05,0.3883845437616387,0.4011871508379888,-0.012802607076350059,0.4407407407407407,0.4078703703703704,0.03287037037037033,1.3135786185839788,1.335550998555548,-0.0219723799715692,1.5363065310947168,1.4609276249939267,0.07537890610079012
