regime,subject,full_decode_acc,shuffle_decode_acc,full_entropy,shuffle_entropy,full_silhouette,shuffle_silhouette
reactive_noise,17,0.4937917359991964,0.33444702121247855,0.6377278510113522,0.7983902771921737,0.009940839738637184,0.00460328835988141
reactive_noise,18,0.6490690574475404,0.31743421052631576,0.4447302342456129,0.766234956934732,0.031965685650995376,-0.03827409827669391
reactive_noise,19,0.6361775362318841,0.34591666666666665,0.38388187217518416,0.6334195798601008,0.037662791804929784,-0.026868408970688772
reactive_noise,20,0.617661599307873,0.35119268322827835,0.6554954437821198,0.848165230660816,0.017537480848230813,-0.013863943719631185
reactive_noise,21,0.6513520296128992,0.35447957839262184,0.4743167651671974,0.6960937275472566,0.021743915670926844,-0.0033855883635308987
reactive_noise,22,0.6027472527472527,0.32142857142857145,0.3146025001146468,0.5384107468085942,0.0077763776218297475,-0.026314469666304775
reactive_noise,23,0.5107505070993915,0.321455938697318,0.580968121962103,0.7414145570140414,0.009273521237969243,-0.04173655206731319
reactive_noise,24,0.5256832669174886,0.3547236878232671,0.45247456598358266,0.631202318799581,0.0026193022544291583,-0.026182058894603323
reactive_noise,25,0.6508705768191693,0.3765368795968551,0.6699440883304523,0.830572992536707,0.016130112015876892,-0.00639103203661153
reactive_noise,26,0.6380308521041216,0.30181803416807934,0.6603268853064433,0.9002243668187633,0.031117180189224384,-0.012367238646255139
reactive_noise,27,0.6576865772721115,0.3250846539347149,0.5039354765474615,0.734790065396027,0.047438759541228594,-0.016402935380417757
reactive_noise,28,0.5288223793916393,0.3321114369501466,0.4144061465015606,0.5884376049987026,0.007367152902618584,-0.009567359599177245
reactive_noise,29,0.5561570165823767,0.3290739636815825,0.5011481093901646,0.6889570053944774,-0.0011101205370909171,-0.008419728836910053
reactive_noise,30,0.4944930828942815,0.3384452670544685,0.5400322642550184,0.7038453913836905,-0.012020154795306713,-0.03859982062073903
reactive_noise,31,0.5824471665096245,0.354534033292951,0.4963101435854963,0.7051556424989042,0.01083597411318599,0.0171542979852502
